"","X1","study","time","male","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"2594",2594,"RIM",1,1,2,3,2,1,2,1,1,2,1,3,3,2,1,1,3,3,1,1,1,3
"2595",2595,"RIM",1,0,2,2,3,2,1,3,4,1,3,2,2,3,2,2,1,1,3,3,1,1
"2596",2596,"RIM",1,1,2,3,2,1,2,1,1,3,2,2,3,2,2,4,2,2,1,3,2,2
"2597",2597,"RIM",1,0,3,3,1,2,3,1,1,1,4,3,3,1,2,3,2,3,1,3,3,4
"2598",2598,"RIM",1,1,1,1,4,1,2,3,4,1,3,1,4,3,3,3,1,1,3,2,2,1
"2599",2599,"RIM",1,0,1,1,4,2,1,4,4,3,3,1,4,4,2,4,1,1,4,3,1,1
"2600",2600,"RIM",1,1,2,4,3,1,2,1,1,2,3,2,4,3,4,2,1,2,1,1,3,2
"2601",2601,"RIM",1,0,2,1,3,3,2,2,3,2,4,3,2,2,3,3,2,2,4,2,1,2
"2602",2602,"RIM",1,1,1,2,2,1,2,2,2,4,4,2,3,2,4,4,2,3,2,4,1,2
"2603",2603,"RIM",1,0,2,2,3,1,2,1,1,2,3,2,2,2,3,3,2,3,1,4,4,3
"2604",2604,"RIM",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2605",2605,"RIM",1,0,3,2,2,1,2,1,2,2,2,2,3,2,1,1,2,2,2,1,2,2
"2606",2606,"RIM",1,1,2,2,1,1,3,1,1,2,1,2,3,2,2,2,2,3,1,1,1,2
"2607",2607,"RIM",1,0,2,4,2,1,2,1,1,2,2,4,3,2,2,4,2,4,1,2,3,4
"2608",2608,"RIM",1,1,3,4,2,2,3,2,2,2,2,3,4,2,1,1,3,4,2,1,2,3
"2609",2609,"RIM",1,0,2,3,3,1,2,1,1,2,1,4,3,3,3,3,2,4,1,2,2,2
"2610",2610,"RIM",1,1,3,3,1,1,3,1,3,3,2,4,4,1,1,2,4,4,2,2,4,4
"2611",2611,"RIM",1,0,3,3,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"2612",2612,"RIM",1,1,3,3,1,1,3,1,2,1,1,3,2,1,3,2,2,2,2,1,1,2
"2613",2613,"RIM",1,0,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2
"2614",2614,"RIM",1,1,4,4,3,1,4,1,1,4,1,4,4,1,1,1,4,4,2,1,1,4
"2615",2615,"RIM",1,0,2,3,1,1,3,1,4,2,3,3,2,3,3,1,2,2,1,3,3,3
"2616",2616,"RIM",1,1,2,2,2,1,2,1,2,2,3,3,2,2,1,2,2,3,2,1,2,3
"2617",2617,"RIM",1,0,4,2,2,1,4,2,1,1,3,2,2,1,1,4,2,1,1,2,1,2
"2618",2618,"RIM",1,1,3,3,2,1,3,1,2,2,3,3,4,1,3,2,2,3,1,2,2,3
"2619",2619,"RIM",1,0,4,3,1,1,3,2,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"2620",2620,"RIM",1,1,2,4,2,1,2,1,1,1,3,2,3,2,2,1,2,4,1,1,3,4
"2621",2621,"RIM",1,0,4,4,2,1,4,1,2,4,1,4,3,1,1,1,4,4,2,1,3,4
"2622",2622,"RIM",1,1,4,4,1,1,4,1,1,1,1,4,4,1,1,1,3,4,1,1,3,4
"2623",2623,"RIM",1,0,2,4,2,1,4,1,1,3,1,4,4,1,2,1,2,4,1,1,4,4
"2624",2624,"RIM",1,1,3,2,2,1,3,1,3,2,2,2,3,2,1,2,2,2,3,1,1,2
"2625",2625,"RIM",1,0,2,2,1,3,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1
"2626",2626,"RIM",1,1,2,4,1,1,4,1,1,3,2,3,4,1,3,1,2,4,1,2,3,4
"2627",2627,"RIM",1,0,2,4,2,1,2,1,3,1,2,2,3,3,1,1,2,2,3,1,1,2
"2628",2628,"RIM",1,1,3,3,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,2
"2629",2629,"RIM",1,0,3,2,3,1,2,1,1,2,3,2,3,3,3,3,2,3,3,3,2,3
"2630",2630,"RIM",1,1,1,2,4,1,1,2,1,1,4,1,2,1,4,4,1,1,1,1,1,1
"2631",2631,"RIM",1,0,3,4,2,1,2,1,2,3,2,3,4,1,2,1,3,2,1,2,3,4
"2632",2632,"RIM",1,1,2,3,3,1,2,1,1,2,3,2,3,2,3,3,2,NA,1,NA,2,2
"2633",2633,"RIM",1,0,3,3,1,1,3,1,1,2,2,2,3,1,1,1,2,3,1,1,2,4
"2634",2634,"RIM",1,1,4,4,1,1,4,1,2,2,1,4,4,1,1,1,4,3,1,1,2,3
"2635",2635,"RIM",1,0,2,2,3,1,2,1,1,1,1,1,3,2,1,1,2,2,1,1,1,1
"2636",2636,"RIM",1,1,1,2,3,1,2,1,2,2,3,2,2,3,3,2,1,2,2,3,1,2
"2637",2637,"RIM",1,0,2,2,3,2,3,1,2,3,2,3,3,2,3,2,3,3,2,3,2,3
"2638",2638,"RIM",1,1,2,3,3,1,3,1,1,3,4,1,4,1,4,3,2,4,1,3,4,2
"2639",2639,"RIM",1,0,3,4,1,1,2,1,1,2,2,3,2,1,1,1,2,3,2,1,2,3
"2640",2640,"RIM",1,1,2,2,1,1,3,1,1,2,1,3,3,1,2,1,3,4,1,3,3,4
"2641",2641,"RIM",1,0,2,3,2,1,3,2,1,2,2,3,2,2,2,2,3,2,1,1,2,2
"2642",2642,"RIM",1,1,2,4,1,1,2,1,1,3,3,4,4,3,3,3,1,3,1,2,1,1
"2643",2643,"RIM",1,0,2,1,3,1,1,1,1,1,3,2,2,2,3,2,1,1,2,2,1,1
"2644",2644,"RIM",1,1,2,2,4,4,1,4,4,1,4,2,3,4,4,4,1,3,4,4,2,1
"2645",2645,"RIM",1,0,2,3,2,1,1,1,1,2,2,2,3,1,2,2,1,2,1,1,2,2
"2646",2646,"RIM",1,1,3,3,2,1,2,1,2,2,2,3,4,2,2,2,3,3,2,2,2,3
"2647",2647,"RIM",1,0,2,2,2,1,3,1,1,2,1,3,4,1,3,2,2,3,1,2,3,3
"2648",2648,"RIM",1,1,3,4,2,1,4,2,2,3,2,4,3,2,2,2,4,4,2,1,2,3
"2649",2649,"RIM",1,0,2,3,3,2,2,2,1,1,2,2,3,3,2,1,3,2,2,2,2,3
"2650",2650,"RIM",1,1,4,4,1,1,4,1,1,2,1,2,2,1,1,1,3,2,1,1,1,1
"2651",2651,"RIM",1,0,3,2,1,1,3,1,2,1,1,2,2,1,1,1,3,2,1,1,2,2
"2652",2652,"RIM",1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1
"2653",2653,"RIM",1,0,3,4,2,1,3,1,1,3,1,3,3,2,1,2,3,3,1,3,3,4
"2654",2654,"RIM",1,1,3,3,1,1,4,1,1,4,2,3,3,1,1,1,4,3,1,1,2,2
"2655",2655,"RIM",1,0,4,3,1,1,4,1,1,1,1,3,3,1,1,1,4,3,1,1,2,2
"2656",2656,"RIM",1,1,4,4,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,1,2
"2657",2657,"RIM",1,0,3,3,2,1,2,1,2,2,1,2,3,1,1,1,3,3,2,1,2,2
"2658",2658,"RIM",1,1,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,2,2,4
"2659",2659,"RIM",1,0,3,4,1,1,3,1,1,2,1,2,4,1,1,1,3,2,1,1,1,2
"2660",2660,"RIM",1,1,2,3,1,1,3,1,2,2,2,2,3,1,1,1,2,2,2,1,2,3
"2661",2661,"RIM",1,0,3,2,1,1,3,4,4,2,1,2,2,1,1,4,1,2,3,1,1,2
"2662",2662,"RIM",1,1,3,4,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"2663",2663,"RIM",1,0,2,2,3,3,2,2,3,1,2,2,2,1,2,2,2,2,3,2,2,2
"2664",2664,"RIM",1,1,1,2,4,3,1,2,3,1,4,1,2,4,4,4,1,1,3,4,2,1
"2665",2665,"RIM",1,0,2,2,2,1,2,1,1,1,1,2,3,1,1,2,2,2,1,1,2,2
"2666",2666,"RIM",1,1,3,3,1,1,2,1,2,1,3,3,3,1,1,2,2,3,2,1,3,3
"2667",2667,"RIM",1,0,2,2,4,3,2,4,4,1,4,1,3,4,4,4,2,2,4,4,1,2
"2668",2668,"RIM",1,1,2,2,1,2,2,1,3,1,2,2,2,3,1,1,2,2,3,1,1,1
"2669",2669,"RIM",1,0,3,4,1,1,3,1,1,3,3,4,4,1,1,2,4,4,1,1,3,4
"2670",2670,"RIM",1,1,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,4,1,1,2,4
"2671",2671,"RIM",1,0,4,4,1,1,4,1,1,4,1,4,4,1,1,3,3,4,1,1,4,4
"2672",2672,"RIM",1,1,2,3,2,1,2,1,2,2,2,3,3,2,3,3,1,3,1,3,4,4
"2673",2673,"RIM",1,0,2,3,1,1,2,1,1,2,1,3,1,1,3,3,2,3,1,1,3,3
"2674",2674,"RIM",1,1,4,4,1,1,4,1,1,3,1,3,3,1,1,1,4,4,1,1,3,4
"2675",2675,"RIM",1,0,4,4,1,1,4,1,1,2,1,3,3,1,4,4,2,3,1,3,3,3
"2676",2676,"RIM",1,1,4,4,1,1,4,1,1,4,1,4,3,1,1,1,4,4,1,1,4,4
"2677",2677,"RIM",1,0,3,3,1,1,4,2,2,2,3,4,3,1,2,2,4,4,1,1,2,3
"2678",2678,"RIM",1,1,4,4,1,1,3,1,1,3,1,4,4,1,1,1,3,3,2,1,3,4
"2679",2679,"RIM",1,0,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,1,2
"2680",2680,"RIM",1,1,3,4,2,1,3,2,2,1,2,3,4,1,3,3,2,2,2,2,1,2
"2681",2681,"RIM",1,0,2,3,2,1,2,1,1,2,2,2,3,1,2,3,2,3,1,3,1,2
"2682",2682,"RIM",1,1,2,2,1,1,2,1,1,2,1,3,3,1,1,1,2,3,1,1,1,3
"2683",2683,"RIM",1,0,3,3,2,2,3,1,2,2,2,3,2,1,1,1,3,2,3,1,2,2
"2684",2684,"RIM",1,1,2,3,2,1,2,1,3,2,3,2,3,2,4,3,1,3,4,2,2,3
"2685",2685,"RIM",1,0,3,3,2,1,2,1,2,4,3,4,3,1,2,2,2,3,2,2,1,3
"2686",2686,"RIM",1,1,4,3,1,1,3,1,1,4,1,2,3,1,1,1,3,2,1,1,2,3
"2687",2687,"RIM",1,0,4,3,2,1,3,1,2,1,1,3,4,1,1,1,4,4,2,1,2,3
"2688",2688,"RIM",1,1,3,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1
"2689",2689,"RIM",1,0,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2
"2690",2690,"RIM",1,1,3,3,1,1,3,1,1,2,2,3,3,2,2,2,3,3,1,1,2,3
"2691",2691,"RIM",1,0,3,4,1,1,3,1,1,3,1,3,4,1,2,1,3,3,1,1,3,3
"2692",2692,"RIM",1,1,3,3,1,1,2,1,1,2,1,3,3,1,1,1,3,3,1,1,1,3
"2693",2693,"RIM",1,0,4,4,1,2,4,1,2,2,2,4,4,1,1,2,4,4,2,1,3,4
"2694",2694,"RIM",1,1,3,3,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,2,4
"2695",2695,"RIM",1,0,3,4,1,1,3,1,2,2,1,3,4,1,1,1,3,3,1,1,2,2
"2696",2696,"RIM",1,1,4,3,2,2,3,1,1,2,1,3,3,2,2,1,3,3,1,1,1,2
"2697",2697,"RIM",1,0,2,3,3,1,2,1,2,4,4,2,4,3,4,4,1,3,2,3,2,2
"2698",2698,"RIM",1,1,2,2,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"2699",2699,"RIM",1,0,2,4,1,1,2,1,1,2,1,3,4,1,1,2,2,3,1,1,3,4
"2700",2700,"RIM",1,1,2,3,2,1,2,1,3,1,2,2,4,1,2,1,2,1,2,1,1,2
"2701",2701,"RIM",1,0,3,3,1,1,2,1,1,3,1,2,4,1,1,1,4,3,1,1,2,3
"2702",2702,"RIM",1,1,2,2,2,3,2,2,4,1,2,2,3,2,1,1,3,3,3,1,2,2
"2703",2703,"RIM",1,0,4,4,1,1,4,1,1,4,2,4,4,1,1,1,4,4,2,1,4,4
"2704",2704,"RIM",1,1,1,3,1,1,3,1,2,1,3,1,3,2,4,2,2,2,1,1,2,2
"2705",2705,"RIM",1,0,4,4,1,1,3,1,1,1,1,3,3,1,1,1,3,2,1,1,1,2
"2706",2706,"RIM",1,1,2,2,2,2,2,1,3,2,1,1,2,1,1,1,2,1,2,1,1,1
"2707",2707,"RIM",1,0,4,3,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,2,4
"2708",2708,"RIM",1,1,3,3,1,1,2,1,1,1,1,2,3,1,1,1,2,2,1,1,2,3
"2709",2709,"RIM",1,0,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2
"2710",2710,"RIM",1,1,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"2711",2711,"RIM",1,0,3,3,1,1,3,1,1,2,1,3,3,2,1,1,3,3,1,1,2,3
"2712",2712,"RIM",1,1,2,3,1,1,2,1,1,3,1,3,4,1,2,2,2,4,1,2,4,4
"2713",2713,"RIM",1,0,3,3,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2
"2714",2714,"RIM",1,1,2,2,2,1,2,1,1,4,1,2,3,2,2,2,2,3,1,1,3,3
"2715",2715,"RIM",1,0,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"2716",2716,"RIM",1,1,3,3,1,1,3,1,1,2,1,2,3,1,1,1,2,2,1,1,2,2
"2717",2717,"RIM",1,0,2,2,3,2,1,3,2,2,3,2,2,4,4,2,1,2,2,3,2,2
"2718",2718,"RIM",1,1,2,2,1,1,3,1,1,1,2,3,3,1,1,2,2,2,1,1,1,1
"2719",2719,"RIM",1,0,3,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2
"2720",2720,"RIM",1,1,3,3,1,1,3,1,2,2,1,2,2,1,1,1,3,4,1,1,1,3
"2721",2721,"RIM",1,0,4,4,2,2,4,2,2,3,1,3,4,1,1,1,3,2,1,1,3,3
"2722",2722,"RIM",1,1,2,2,1,1,3,1,1,3,2,4,4,1,2,2,3,4,1,1,3,4
"2723",2723,"RIM",1,0,2,2,2,1,2,1,1,2,3,3,3,3,3,3,2,3,2,3,NA,2
"2724",2724,"RIM",1,1,4,3,1,1,4,1,1,2,2,3,2,1,1,1,4,4,1,1,1,2
"2725",2725,"RIM",1,0,3,3,1,1,2,1,1,2,1,3,3,1,1,1,3,2,1,1,2,3
"2726",2726,"RIM",1,1,3,3,1,1,3,1,2,2,1,2,2,1,1,1,3,2,1,1,2,3
"2727",2727,"RIM",1,0,2,3,4,3,2,3,4,2,4,2,2,4,3,2,1,2,4,1,2,1
"2728",2728,"RIM",1,1,2,3,3,1,2,1,1,3,4,2,3,1,4,3,2,3,2,3,3,3
"2729",2729,"RIM",1,0,2,2,1,2,2,3,2,1,1,2,2,1,1,1,2,2,2,1,1,2
"2730",2730,"RIM",1,1,2,4,2,1,2,1,1,4,1,4,4,1,3,1,2,2,1,1,3,3
"2731",2731,"RIM",1,0,4,4,1,1,4,1,1,4,1,4,4,3,4,4,1,4,1,3,2,2
"2732",2732,"RIM",1,1,4,3,1,1,4,1,2,2,1,3,3,1,1,1,3,4,1,1,2,3
"2733",2733,"RIM",1,0,2,3,2,1,2,1,1,2,3,2,3,2,3,3,2,3,1,2,3,3
"2734",2734,"RIM",1,1,3,2,2,2,3,1,4,2,2,3,2,2,1,1,2,2,3,1,2,2
"2735",2735,"RIM",1,0,2,2,3,1,2,1,1,2,2,2,3,2,3,2,1,2,1,1,1,2
"2736",2736,"RIM",1,1,1,3,3,1,1,1,1,3,4,2,3,3,4,4,1,3,1,3,2,3
"2737",2737,"RIM",1,0,4,4,1,4,3,3,1,3,1,3,2,3,2,1,4,4,4,1,2,3
"2738",2738,"RIM",1,1,2,2,2,1,2,1,3,1,3,2,2,1,1,2,2,2,3,1,1,2
"2739",2739,"RIM",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740",2740,"RIM",1,1,2,1,2,2,1,2,3,1,2,1,1,2,2,1,1,1,2,1,1,1
"2741",2741,"RIM",1,0,2,4,2,1,2,1,1,2,2,2,3,2,2,2,2,2,1,1,1,2
"2742",2742,"RIM",1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2
"2743",2743,"RIM",1,0,2,4,2,1,3,1,1,2,1,2,4,2,2,1,3,4,1,1,2,4
"2744",2744,"RIM",1,1,2,2,4,1,1,2,1,1,4,1,1,2,4,2,1,2,1,4,1,1
"2745",2745,"RIM",1,0,2,2,1,1,2,1,1,2,1,3,3,1,1,1,2,3,1,1,1,2
"2746",2746,"RIM",1,1,3,3,1,1,3,2,3,3,1,3,2,2,1,3,3,2,3,1,1,2
"2747",2747,"RIM",1,0,4,4,1,1,3,1,1,4,2,4,4,1,2,1,1,4,1,1,2,4
"2748",2748,"RIM",1,1,4,3,1,1,4,2,2,2,1,3,4,1,1,1,4,3,1,1,2,3
"2749",2749,"RIM",1,0,2,3,3,1,3,1,1,2,2,3,3,1,2,3,2,3,1,1,2,3
"2750",2750,"RIM",1,1,4,4,1,2,2,3,4,1,1,2,1,1,1,1,2,2,2,1,1,2
"2751",2751,"RIM",1,0,3,3,1,1,3,1,2,2,2,3,2,1,2,1,3,2,2,1,1,2
"2752",2752,"RIM",1,1,4,3,1,1,3,1,1,3,1,4,3,1,1,1,3,3,1,1,3,3
"2753",2753,"RIM",1,0,2,4,1,1,3,1,1,2,1,3,4,1,1,1,2,2,1,1,2,2
"2754",2754,"RIM",1,1,3,2,1,1,3,1,3,2,1,3,2,1,1,1,3,2,1,1,1,2
"2755",2755,"RIM",1,0,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
"2756",2756,"RIM",1,1,4,3,1,1,3,1,1,2,1,3,3,1,1,1,4,3,1,1,1,3
"2757",2757,"RIM",1,0,3,2,2,3,4,3,1,2,2,3,3,1,2,1,3,1,2,2,3,4
"2758",2758,"RIM",1,1,3,4,1,1,4,1,1,3,1,4,3,1,1,1,4,3,1,1,2,4
"2759",2759,"RIM",1,0,2,2,2,1,2,1,3,1,2,2,2,2,1,1,2,2,2,1,1,1
"2760",2760,"RIM",1,1,4,4,1,1,4,1,3,3,1,3,2,1,1,1,4,3,2,1,1,3
"2761",2761,"RIM",1,0,3,3,2,1,3,1,1,4,1,3,3,1,2,3,2,3,1,1,2,4
"2762",2762,"RIM",1,1,4,4,2,1,4,2,2,3,2,2,4,1,1,1,4,3,1,1,2,3
"2763",2763,"RIM",1,0,2,4,1,1,2,2,3,4,2,3,3,1,2,2,3,3,2,1,2,3
"2764",2764,"RIM",1,1,3,3,1,1,2,1,1,2,2,2,4,1,3,2,1,4,1,3,3,3
"2765",2765,"RIM",1,0,2,2,2,1,2,1,1,1,1,3,3,1,1,2,2,2,1,1,2,3
"2766",2766,"RIM",1,1,3,3,1,1,3,1,1,2,1,3,3,1,1,1,2,2,1,2,2,2
"2767",2767,"RIM",1,0,2,2,2,1,2,1,1,2,2,3,2,2,2,2,3,2,2,1,2,3
"2768",2768,"RIM",1,1,2,3,1,1,2,1,1,2,2,2,3,1,2,1,2,3,1,2,3,3
"2769",2769,"RIM",1,0,3,3,2,1,3,1,1,2,1,3,3,1,2,1,2,3,1,1,2,3
"2770",2770,"RIM",1,1,1,2,4,3,1,2,3,1,4,1,3,4,4,4,1,2,2,3,2,1
"2771",2771,"RIM",1,0,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2
"2772",2772,"RIM",1,1,4,4,1,1,3,1,1,3,1,2,3,1,1,1,2,1,1,1,1,1
"2773",2773,"RIM",1,0,3,3,2,1,3,2,1,3,2,3,4,2,3,3,2,3,2,3,3,3
"2774",2774,"RIM",1,1,1,2,4,3,1,2,2,2,3,1,2,3,3,3,1,2,4,3,2,1
"2775",2775,"RIM",1,0,4,3,1,1,3,1,1,4,1,2,3,1,1,1,4,2,1,1,1,2
"2776",2776,"RIM",1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"2777",2777,"RIM",1,0,2,4,1,1,3,1,1,2,2,4,4,1,1,1,3,4,1,2,4,4
"2778",2778,"RIM",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2779",2779,"RIM",1,0,3,4,1,1,3,1,1,2,1,3,3,1,1,1,3,4,1,1,3,3
"2780",2780,"RIM",1,1,2,1,3,1,2,1,3,1,2,1,1,1,1,4,2,1,3,1,1,1
"2781",2781,"RIM",1,0,2,2,4,1,3,2,1,2,1,2,2,1,1,1,3,2,1,1,1,2
"2782",2782,"RIM",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
"2783",2783,"RIM",1,0,2,3,3,1,2,1,1,2,3,3,2,2,2,2,3,3,2,1,1,2
"2784",2784,"RIM",1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,4,2,1,1
"2785",2785,"RIM",1,0,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,2,4
"2786",2786,"RIM",1,1,2,3,3,1,2,2,3,1,4,3,1,3,4,4,1,3,4,4,4,3
"2787",2787,"RIM",1,0,3,3,1,1,2,1,1,2,3,2,4,1,2,1,3,4,1,1,3,3
"2788",2788,"RIM",1,1,3,3,2,1,2,2,2,2,1,3,1,1,1,1,2,3,1,1,1,2
"2789",2789,"RIM",1,0,2,4,1,1,4,1,2,4,1,3,4,1,1,1,3,3,1,1,1,2
"2790",2790,"RIM",1,1,3,3,2,1,3,1,1,4,2,4,3,1,1,1,4,3,1,1,3,3
"2791",2791,"RIM",1,0,4,3,1,1,4,2,2,1,1,4,3,1,1,1,4,4,1,1,2,3
"2792",2792,"RIM",1,1,3,3,2,1,4,1,2,3,1,3,3,1,2,1,3,3,1,2,3,3
"2793",2793,"RIM",1,0,2,2,4,3,2,3,4,2,2,1,2,2,1,3,1,1,2,2,1,1
"2794",2794,"RIM",1,1,4,3,1,1,4,1,2,2,1,3,2,1,1,1,3,1,2,1,1,2
"2795",2795,"RIM",1,0,2,2,2,1,2,1,1,1,3,2,3,2,3,3,1,2,1,2,2,2
"2796",2796,"RIM",1,1,2,3,2,1,2,1,2,2,2,2,3,2,2,2,2,2,1,3,2,2
"2797",2797,"RIM",1,0,2,3,1,2,3,1,3,4,2,3,3,1,1,1,3,4,1,1,2,3
"2798",2798,"RIM",1,1,3,3,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,1,2
"2799",2799,"RIM",1,0,3,3,1,1,4,1,1,3,1,4,3,1,3,1,2,3,1,1,2,3
"2800",2800,"RIM",1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,3,1,2,2,2
"2801",2801,"RIM",1,0,1,3,3,1,2,1,1,1,2,2,3,1,3,2,3,3,1,1,3,3
"2802",2802,"RIM",1,1,1,2,4,1,1,1,1,3,3,2,3,3,3,3,1,2,2,3,1,2
"2803",2803,"RIM",1,0,2,1,1,2,2,1,3,2,1,2,1,1,1,1,2,2,2,1,1,1
"2804",2804,"RIM",1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1
"2805",2805,"RIM",1,0,3,2,2,1,3,1,3,2,2,2,2,3,2,1,3,2,3,2,3,1
"2806",2806,"RIM",1,1,3,3,2,1,3,1,2,1,2,3,3,2,1,1,3,3,2,1,1,2
"2807",2807,"RIM",1,0,4,4,1,1,4,1,1,3,2,2,3,1,1,1,4,4,1,1,1,4
"2808",2808,"RIM",1,1,3,3,1,1,3,1,2,2,1,3,3,1,1,1,3,3,2,1,2,2
"2809",2809,"RIM",1,0,3,3,1,1,2,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1
"2810",2810,"RIM",1,1,2,1,3,3,2,4,4,2,2,2,2,2,1,2,2,2,3,1,1,2
"2811",2811,"RIM",1,0,4,3,1,1,2,1,1,2,1,3,2,1,1,1,3,3,1,1,1,2
"2812",2812,"RIM",1,1,2,3,3,1,1,1,2,1,2,2,3,1,3,2,2,2,1,1,2,2
"2813",2813,"RIM",1,0,4,3,2,1,3,1,1,2,2,4,4,1,1,2,3,4,1,2,4,4
"2814",2814,"RIM",1,1,3,3,1,1,3,1,1,2,1,3,2,1,1,1,2,2,1,1,1,2
"2815",2815,"RIM",1,0,2,3,1,1,3,1,1,3,2,3,4,1,2,2,3,4,1,1,4,4
"2816",2816,"RIM",1,1,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,1,1
"2817",2817,"RIM",1,0,2,4,1,1,3,1,1,2,1,3,4,1,1,3,2,4,1,1,4,4
"2818",2818,"RIM",1,1,2,2,3,1,3,1,1,2,3,2,2,1,3,3,2,2,2,3,3,3
"2819",2819,"RIM",1,0,3,3,1,1,3,1,1,2,1,3,4,1,1,1,3,3,1,1,3,3
"2820",2820,"RIM",1,1,1,2,1,1,1,1,4,1,3,2,3,2,3,3,1,1,3,3,1,1
"2821",2821,"RIM",1,0,2,2,4,4,3,4,4,2,3,2,2,2,3,1,1,1,4,1,1,1
"2822",2822,"RIM",1,1,3,1,3,1,2,3,3,2,3,1,2,2,1,2,2,1,3,2,1,1
"2823",2823,"RIM",1,0,3,3,1,1,3,1,1,2,2,3,3,1,1,1,3,3,2,1,3,3
"2824",2824,"RIM",1,1,3,2,1,1,4,1,1,3,2,2,3,1,2,1,3,4,1,1,2,3
"2825",2825,"RIM",1,0,2,4,1,1,2,1,1,3,1,3,4,1,1,3,2,3,1,1,3,3
"2826",2826,"RIM",1,1,1,1,1,2,1,2,2,1,4,1,1,4,4,3,1,1,2,2,1,1
"2827",2827,"RIM",1,0,3,4,1,1,4,1,1,3,2,3,2,1,1,2,2,4,1,1,3,4
"2828",2828,"RIM",1,1,3,2,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,2
"2829",2829,"RIM",1,0,1,2,3,1,2,1,2,1,4,2,3,2,3,3,1,2,1,2,2,2
"2830",2830,"RIM",1,1,4,4,1,1,4,1,1,2,1,4,3,1,1,1,4,4,1,1,4,4
"2831",2831,"RIM",1,0,3,3,1,1,1,1,1,3,1,3,3,1,2,1,2,2,1,1,2,3
"2832",2832,"RIM",1,1,3,2,1,1,2,2,3,1,2,2,1,2,1,1,2,2,2,1,1,1
"2833",2833,"RIM",1,0,2,2,2,3,2,1,1,3,2,2,3,2,2,2,2,1,2,1,1,1
"2834",2834,"RIM",1,1,3,4,1,1,3,1,1,4,1,3,4,1,1,1,3,3,1,1,2,4
"2835",2835,"RIM",1,0,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,4,4
"2836",2836,"RIM",1,1,2,2,1,1,2,1,1,3,3,3,3,3,4,3,3,3,2,2,2,3
"2837",2837,"RIM",1,0,4,4,1,1,4,1,1,4,1,3,3,1,1,1,3,4,1,1,2,3
"2838",2838,"RIM",1,1,2,4,3,1,3,1,1,4,4,3,4,3,3,3,2,3,1,3,3,3
"2839",2839,"RIM",1,0,4,4,1,1,4,1,2,3,1,3,3,1,1,1,4,3,1,1,1,2
"2840",2840,"RIM",1,1,3,4,1,1,3,1,1,2,2,3,4,2,2,1,3,4,1,1,3,4
